Z1,Z2,W,T,M,Y
-0.10110369558928878,0.22487695338154284,-1.4917737943430547,1,1,0
-1.2785219903674274,0.0343412479303202,-2.012346792791919,1,1,0
-0.5198442083947086,0.22403971174921103,0.16669061081921654,0,1,1
-0.2606387709597875,0.29016246726635997,-1.347645694351313,1,0,0
1.2571222262189157,0.24193721271489765,-0.025381081509809666,1,1,0
0.5436182895684614,0.29150838680095625,0.8986304997464682,0,0,1
-1.563040155362734,0.2867495218697071,-3.4260961162341053,1,0,0
0.524083969394795,-0.15437933644928875,-1.3834374239592524,1,1,0
-0.18508228041631652,0.32737403167908063,-0.9864899967947443,1,1,0
-0.4769220003059587,0.06579703086750929,-1.969052411568231,1,0,0
0.811676288840868,-0.01916783260079158,-0.6523356690617597,0,0,0
1.230999522495951,-0.020890365570999242,1.7105798737337368,0,0,1
1.1312801191161985,0.28670832209450586,1.4927342941848498,1,1,1
-0.6392175232226385,0.15548501455502942,-0.004110575425290808,0,0,1
-0.10921237585121457,-0.13639375679708216,1.2014367815570548,0,0,1
0.531263431403564,0.2956075630384567,1.30542082002417,0,1,1
1.1755451271223591,-0.08792162615976545,-0.947509317793136,1,0,0
-0.27917423784528994,0.2279642717036422,-0.11999483451639337,0,0,0
0.014341023336182895,0.24769978513461083,-0.8634809777554493,1,1,1
-0.9063349740060282,0.377115416339009,-2.091087305470474,1,1,0
-0.9962066240806708,0.5563369572933703,-1.1150430696746167,0,0,0
1.012525822394198,-0.07293526518010834,-0.716912868488822,1,0,0
1.5562400285708229,0.18950522878739012,-0.6157999004609256,1,1,0
0.12798987841966616,0.14473294099115655,0.5461375172717975,0,1,1
1.2035328978920241,0.28674993719219244,1.1695157135446503,1,0,1
0.5616360250476342,0.24313375418672373,0.30181782255296785,1,0,1
-0.44511975460512426,0.12949075145267602,-1.4618082359014952,1,1,0
0.5613956055084139,0.11181956227782891,1.0925382923507363,0,1,1
1.7380365664659692,-0.0232901710368095,2.2771420413313814,1,1,1
0.1641739608900485,0.39757231648130187,-0.3235401632253247,0,1,0
1.7646436558140062,0.29184083631990587,0.0022810781149658066,1,1,0
-2.419745104089744,0.3835536395590275,-3.1399940347929145,1,1,0
1.021902504375224,0.13792077270489728,1.5644568496752882,1,0,1
0.2870470682381712,0.06863290626111393,1.4894475154505815,1,1,1
-0.09900735046586745,-0.015663013325845576,-0.39371500013942534,1,1,0
0.2917607765355023,0.27178351674813195,-0.367585192373695,0,0,1
-1.7875689146008928,-0.007958644905646933,-1.759359028297959,0,0,0
-0.01967188783751192,0.5697326137933101,-0.5404373494534227,0,1,1
0.5571125715117464,-0.0615285162186881,0.006473937006711283,0,0,0
1.677894044741516,0.2547320238425004,-1.7407052506837197,1,1,0
-0.3182702182736474,0.5133709414427572,0.18760648718095396,1,0,1
-0.6084936028931875,0.31981795185276185,0.7992995719648139,0,0,0
-0.30175704358453653,0.23513474249835586,-1.2131698383294935,1,1,0
1.115402117702074,0.00630327060762087,-0.07161604183757653,1,1,1
0.5287511096596844,-0.07635383771354076,0.4456708491024508,1,0,1
-0.3297602037670388,0.3540100217835172,-0.9799020976160319,1,0,0
0.7132674331133562,0.5012294481549893,0.9357380395479952,0,0,0
0.2970775493480404,0.11223000190436572,0.16488723339216227,0,0,1
1.1686449905328893,-0.027812301523270216,0.2980948832409954,1,0,1
-0.5020530938773524,-0.29163388610980373,-1.361969794493941,1,1,0
-0.1276621465977682,0.0038470312674924734,0.7453524091071926,0,1,1
-0.19210815313215762,0.17726863150019198,0.178437819245039,0,1,1
-1.2635149481321186,0.5198246481673469,-0.8043580826613734,0,1,0
0.49612027706457607,0.33462673844659374,-0.9901559351882065,1,0,0
0.46105527217988934,0.2610170809413506,1.8879627311723386,0,1,1
0.2051134566424609,0.11997606773977382,-1.7270588909147055,1,0,0
-0.034587133375146906,0.08336685654880874,0.5617590021955152,0,1,1
-1.2153707420504143,0.4811295195015928,-3.676997762344504,1,1,0
-0.22064532276535903,0.2401477081516779,-1.3251189635996399,1,1,0
-0.14271451652676947,-0.22052013838420442,1.7413080593117527,0,1,1
-0.602277269221619,0.06529207042055143,0.19790581358776038,0,0,1
0.038714288333990876,0.028356793645674644,-0.5510770670905346,1,0,0
0.6040508568145384,0.09074719816450703,-0.10223734911891347,1,0,0
2.08618590121053,0.31258213205701707,1.5405744370450956,0,0,1
0.374577812831839,0.17851102364115012,0.6013455892117676,0,0,1
0.4575503907227644,0.1846269185992676,1.40489704829421,1,1,1
0.1255540842338328,0.46269463226504737,-0.9910078139691112,1,1,0
-1.7187712152990415,0.060707782042662334,-3.243670052116066,1,0,0
0.17348612455078313,0.57283990517747,-0.4888697281039931,0,0,0
0.26023020994102647,0.06573848172578278,-0.3152575229775669,1,0,0
2.6632421124852863,0.2178396393225143,0.7913087014367906,1,1,1
0.007639035218877488,0.14375928091944662,0.10328105372255889,0,1,1
0.5015473423336125,0.2246838267001922,-0.07627850337280695,1,1,0
0.1652882302947567,0.2889183990146258,0.05078585511459932,1,1,1
-0.9686780376195321,0.2867670480177753,-2.167728301269645,1,1,0
1.3428228145150205,0.049376533875884004,1.6261239159627794,1,1,1
0.9519330326867741,-0.024582935489514124,-0.42594235765156196,1,0,0
0.9910319470430469,0.7006343581811423,-0.91669073881144,1,0,0
-0.709387454794739,0.10320313207988939,-1.0258473253143878,0,0,0
1.6027943109360991,0.3398424877343973,2.7085538119740473,0,0,1
-1.201851062792281,-0.12152826210463935,-0.12670102101806402,0,1,1
0.7868570938002704,0.14407745601906466,1.5836554502613425,1,0,1
2.3904556258099787,0.1745601232035114,3.3241029240872093,1,1,1
-0.7905363251306883,0.2945630139855665,2.478961223613461,0,0,1
-0.3662977296027719,-0.3444908281983878,0.19420827039368216,0,0,1
0.29965136508764123,0.23322812261566614,1.3635677800468002,0,0,1
-0.3034756541161992,-0.029948291073578576,0.7814347732003717,1,1,1
-1.3506634310661327,0.2648691422389848,-0.5903813837865722,0,0,0
0.2685629748060273,-0.007265839367632587,2.0261184704802915,0,0,1
-0.8623037137261049,0.028903460814883736,-1.2358512184788082,0,0,0
0.6735924306351816,0.14527447792134637,-0.09583610545460097,1,1,1
-0.7194242342338031,-0.010465893920639069,-0.3130640458396665,1,1,0
1.7499344050175394,0.10489311065292904,1.2453908376797975,1,1,1
-0.583253292336237,-0.03867515370866306,-0.15228189491231198,1,1,1
-0.12206151620567557,-0.16663409033974552,1.6861811469435473,1,1,1
1.0135172173696698,0.40359141048587194,-0.1310092017537962,0,0,1
-1.0308643164339553,-0.059209738564785674,-1.1495632133935902,1,0,0
0.42745993460412945,0.1642638224784033,0.32905559320052896,1,1,1
1.507142754282428,0.350578216298757,0.6373005500107564,1,0,1
-1.4074832345612276,0.07701117949679137,-3.2885563904141,1,1,0
0.38463385853230425,0.03496682005089241,-0.28291071809111507,1,1,0
0.45988279424842354,0.2452476177334843,0.7579210922342077,0,1,1
0.9818228717773103,0.4235867645454304,1.7281658651686231,0,0,1
-1.036950710878082,-0.03386305301729378,-2.040465933103789,1,1,0
-1.1204566130842764,0.16997043359651223,-2.405651958041809,0,0,0
0.7219415656168977,-0.1464989189934655,0.8850796983633954,1,1,1
0.49698467323318607,0.121359799263562,-1.798212577936956,1,1,0
0.45049285034587655,0.2068409369076151,-0.32910394934649967,1,0,0
0.5464482094969757,0.029075071648986872,-1.284943771312697,1,1,0
-0.4800247215784908,0.10860163323495371,0.7849967638928883,1,0,1
0.4322536971610036,-0.08164535366149,-0.26599933177941526,1,1,0
0.49307247329868126,0.21541572227629874,1.7950174011210223,0,0,1
-0.5143514180263677,0.41113884977662996,0.07501068754732598,0,1,1
2.0657745111447565,-0.019428773954092732,1.240080045868594,1,1,1
0.6738329209117875,0.07546564668952344,-0.5711619133908017,1,0,0
-0.9913034972026487,0.3005092492908364,-1.5064318456571435,1,1,0
0.8565536086338297,0.44241814386454725,0.04686622210187734,1,1,1
-0.7746816702273214,-0.09863796244178624,-0.21297341183368718,0,0,0
0.9870846037424521,0.16624305251681015,-0.12090741968550622,1,1,1
1.358595579007404,0.256626164463905,1.6098542643793996,1,1,1
-0.6206823183517105,0.17958872187423042,-0.5447102421405625,0,0,0
1.1633761292443219,-0.2953584133754174,1.12014513832961,1,1,1
0.6127809269364983,0.3002180018617544,-0.5808430237816307,1,1,0
1.02206015999449,0.5038672702181288,0.029554982590974777,1,1,1
2.0967929826539473,0.2233323502339007,0.7575471422335223,1,0,1
-0.04538811600287049,-0.006221210658852672,0.026299085403397884,1,1,0
-0.5537361643574896,0.09737455072714339,-0.5492482337198317,1,0,0
-0.6895144296255233,0.5539826135311186,-1.1344313621301976,0,0,0
-0.6158102849654383,0.3819925081721117,0.677223641762003,0,0,1
0.12289829058589581,0.32800532367686586,-0.4810437113198784,1,1,1
0.5411519748166439,0.2712825167068752,1.1118391210698366,0,1,1
0.47669079933001907,0.06777257756180552,0.5637275077861912,0,1,1
1.0271832490360238,0.1598857638688463,0.4623805528175826,1,1,1
0.21300189187790702,0.18441545286429684,-0.18563920127113326,1,1,0
1.6535340771573168,0.3099148632128888,0.9954734517754905,1,1,1
-0.06465683323795607,0.5017837788533808,-0.4809207325806772,1,0,0
2.920169166589619,0.4236676273586256,1.0756968064096113,1,1,1
0.8256673477650063,-0.08387687115920811,-0.6048121508335699,1,0,0
-0.6571575564162826,0.24479899378020975,-0.2798629985926726,0,1,1
-0.8708924980611124,0.3473526690335794,-0.3719731523207531,1,0,1
0.6824724152431854,0.3237720660289271,0.9065801140811718,1,1,0
-0.023462785325850888,0.07415324732251613,0.030040965511684253,1,0,0
0.914000494092092,0.7828218431536724,0.49387449172103026,0,0,0
0.6732376245735449,-0.05541691246622377,1.3969265655860459,0,1,1
0.12717108734312724,-0.01663768933321,0.9253761026302632,0,0,1
-0.6467937180684049,0.24671901625231527,-1.7870617903569195,1,1,0
-1.3148472246858647,0.6233606109927707,-3.1530191547617883,1,1,0
-0.24651495206702106,0.03276102985916582,-0.6562981454154218,0,1,0
1.0563987943234723,0.14683432687060155,0.7278067477296275,1,0,0
0.41409374413020394,0.4154587346031386,-0.4508789858595,0,1,1
-1.045738778711988,0.1964275690224533,-3.0928538288100995,1,1,0
0.373180925851182,0.13307922909394088,1.8712445246696887,0,1,1
0.5853173797288368,0.31312658037734403,-0.185637559658064,1,1,0
-0.6838574362011329,0.25450359804591866,-0.7990723132683522,1,0,0
0.3537251059455279,0.4060877571273583,0.9943787261357323,0,0,1
0.2582087184459999,0.4582937778130727,-2.754195711858107,1,0,0
-0.9429702978306231,0.26140061200107234,-1.726327996760774,1,1,0
0.5577873603482832,0.2583465450756618,-0.246793812372276,1,0,0
0.7607845263682345,0.24282219645722672,0.008444953240649034,1,1,0
1.283051243175277,0.29782611132985753,0.564302972281996,0,1,1
1.253802052034903,0.2110341275742928,2.280108866672247,0,0,1
-1.177669367957091,0.19987830353554212,-0.6662731803839185,0,1,0
-0.7378250399151227,0.4393254241654485,-0.3210628611264089,0,0,0
0.7150352672086597,0.5032232360710087,-0.013860518200694609,1,0,0
0.7137859509122089,-0.10151058892668419,-0.6148508658271554,1,1,0
0.715047686306048,0.20200423034811382,-1.718960039957923,1,1,0
4.052731490654721,0.06226111331095305,2.0308850597222836,1,0,1
0.7708905106931669,0.13780570670278555,0.86063917440597,0,1,0
1.3355656401805989,0.28050324194706433,0.8410742501342839,1,0,0
1.1540017634932023,0.3338876743084937,0.3609951955559834,1,0,1
0.851391251305798,0.17757471127773103,0.14907062364625812,1,1,1
-0.1152692446403456,-0.18266806694456056,2.1637145489888208,0,0,1
0.9589692204932674,0.006990883884764071,0.030381470028796542,1,1,1
-0.5728252145375718,0.3792999340400332,-0.11874314462380231,1,1,1
-0.03681860674000886,-0.3480852844069862,0.45609558812476664,0,0,1
-0.28536354782910345,0.43748543033639997,-0.9302463073031498,0,1,0
0.28187413938632255,0.3042459981289083,1.0043798766839627,0,0,1
2.514658566673509,0.46323521630600445,3.077193789869196,0,0,1
-1.667265192591748,0.1602861626238079,-1.9644887578907426,0,1,0
0.8862601903745135,-0.21228108480458102,1.8940304093056177,0,0,1
-1.4127158711896517,0.2860725283012996,-1.308054461542452,0,0,0
-0.27193186578943346,0.45493062480766827,-0.8742044151313111,1,1,1
1.288950596967366,0.3849443611026842,0.8253883743838974,0,1,0
0.2642800190954628,0.06746170330239293,-0.5446031822822712,1,1,0
-0.8777447779293062,0.21735221509252936,-1.4003627945970014,1,0,0
-0.5153037092599682,0.09343274624401521,-1.175214462828299,1,1,0
0.8795977489346758,0.03614670716212559,1.642409300443152,0,0,1
-0.5303666317171367,0.3910777142359702,-1.120039884016844,1,1,0
0.4164585895819749,-0.03950646225303242,-0.8675922468370156,1,0,0
0.2455718399038138,0.021236713883677483,-0.5321539666868039,1,0,1
-0.4516003476058171,-0.020805126694477094,-3.5765777806851458,1,1,0
2.343944089325326,-0.09804950465980933,1.7523263850343775,1,1,1
0.8339190223180113,0.2292828583685207,0.4671761834674307,1,1,1
-1.8251425866576072,0.4323006096963952,-2.3839850304337737,1,1,0
0.38645431476942765,0.16302464875094688,2.0997287265725517,0,1,1
-0.46178646476838797,-0.10114956011283333,0.3009076067814543,0,0,1
1.052433334796224,0.36798890794840555,0.9624573832779847,0,0,1
-0.5925207384327007,0.5371403508069943,-2.9285341902895006,1,0,0
0.085263558533101,0.07075153517068108,-0.3869570006762953,1,1,1
0.7049872789804572,0.10428914665645635,0.0018209384396770667,1,0,0
1.0657551941701215,0.3031321260166789,-0.25128650047824896,1,0,0
-1.0002964070557763,0.5243747495570104,-2.4342720812433596,1,1,0
-0.13450123584094836,0.09603317085495477,-2.0636205053954138,1,1,0
-0.27494531116095616,-0.06648995619964099,-1.4302180460466916,1,1,0
-0.4533292325737119,0.3262837212544813,0.009299883692334587,1,0,0
1.9654542402810968,0.3598136146284599,1.122255063779961,1,0,1
0.6049817109609555,0.20122629008704537,-0.2436356845313375,1,1,0
-1.0608839543350452,0.08837334806850988,-1.0839295808501626,1,1,0
1.1178619470547762,0.39887574619840926,1.6150403863726766,1,1,1
2.3221561970126334,0.30560720090959287,1.6663010169137258,1,1,1
1.2324652605511468,0.046312896619301436,1.5847548101600482,0,0,1
-1.3193699659540135,0.20981894626113431,-2.3277843365124578,0,1,0
-0.28423407286625135,-0.07034150640492931,-0.7759625073594443,1,1,0
1.4669111491866227,0.337178091287584,1.202147591529018,1,0,1
-0.5076694656187808,0.14755328612342883,1.2291765887074106,0,1,1
0.6438194281462284,0.11285783352305258,1.8512113779142059,0,0,1
0.9746340534293367,0.19342510296951318,1.1892035733852238,0,1,1
-0.7269304715780829,0.20806153986604958,-0.7940898200720259,0,0,0
0.14047464393819992,0.37898601231311213,0.996916117933194,0,1,1
-3.0412673400690724,0.3182181062650443,-2.3879676317881033,0,0,0
-0.8243876413342899,0.16871814424143947,-3.271816301509537,0,1,0
-0.05256815139316029,0.3527336299437991,-1.595069266030385,1,0,0
-1.0477831819648495,0.28014745073832265,-0.9970709694440847,1,1,0
1.8324113039316352,0.11468007274279259,-0.2983494938524103,1,1,0
-1.2301413779606327,0.17505636835270283,-2.2497951606152156,1,1,0
-0.24004448669698375,0.17035542223137584,-1.1543525728091857,1,1,1
0.33074057728609135,0.30105226863484036,-0.37997256277712793,0,0,1
1.6412732890661155,0.12659547705567165,1.012482084055356,1,0,1
-1.2358621511794394,0.12191816271567335,-1.5720817910302651,0,1,0
1.3631637521549596,0.5937514618867918,1.2209028475382688,1,1,1
0.21023306101958705,0.3879470963494209,-0.619140045422095,0,1,0
-0.781508651047951,0.04787986711497219,-1.1550197319753508,1,1,0
0.6621034742632708,0.3141881987884397,-1.193142455610388,1,0,0
0.39905969557347004,0.22367001313103546,1.0703619096184982,1,1,1
-0.40021687715879467,0.2783102350520188,-1.4213270324632277,1,1,0
0.2698020849900189,0.2274682649130209,-1.1626640223884874,1,1,0
-0.1853135968617602,0.43792852909704716,-0.5667916030424791,1,0,1
0.3135173452512481,0.2691240689302892,-0.8615493481593444,0,0,1
0.8621306745210466,0.18758226035714254,-0.012650297225351714,0,0,1
1.786016816145352,0.40843811539660346,1.294061947294641,1,1,1
-1.037815498826849,0.2466570082175744,-1.6058363842283248,1,1,0
2.333033374656267,0.22429571586581157,4.097325410279138,0,0,1
-1.752087799522502,0.2628045204972229,-2.019633891585562,1,1,0
0.04821490496441669,0.1812781953267267,0.4074421598897796,0,0,0
0.7883172064845765,0.20184539859909378,-1.5147921196955576,1,1,0
0.48099186773503266,0.08266108224762546,-0.5434819660998764,1,1,0
-0.4226995198205938,0.04976655607522423,-1.5370164412605607,1,1,0
-0.008122250357275207,0.00028592270351207594,-0.9620900404090934,0,0,0
-0.2930009346588328,-0.0783966573594152,0.2615924729472343,0,1,0
-0.3893647569442115,0.024056527723088694,0.6514576477152952,0,0,0
1.0496020970210247,0.1651465931066149,1.0580671616041724,1,1,1
0.5570154859650474,0.22062351648912742,-0.03420360928254468,1,1,1
-0.4929095952606542,0.1457406873704719,-1.278510636765669,1,1,1
1.0995998754332508,-0.2711406980254716,2.482836616312095,0,0,1
0.5072995208766093,0.5149172715524685,1.8069408427703546,0,1,1
1.0128621188389602,0.41729602457807635,0.46241717732944815,0,1,1
0.8296288419236122,0.28915197024342576,1.2812162634620272,0,0,1
-0.6289950109220723,0.5814981345106536,-1.036822548349305,0,0,0
-0.36018104019696956,0.004527176503257874,0.4250039231837557,0,1,1
0.9472936051232619,0.577525024125201,-1.120517567274462,1,0,0
0.8103702654334648,0.006957184649890424,0.2314569002381477,1,1,1
0.17909840603585186,0.24774758505827132,0.2098113863962709,0,0,0
0.317327383308782,-0.05476746502684088,1.5747600400974604,0,0,1
1.4776648957884249,0.20293881910887338,0.227649837819485,1,1,1
-0.3915713888358299,0.27723329959967774,-2.7738399804319225,1,1,0
0.7470973811700379,0.16906193377308906,-0.06256349067053968,1,0,1
-0.002192652433894049,0.34277548881802755,0.5282716428125069,0,0,0
-0.017681203227220277,0.21980288989745148,-1.9075327198487797,1,1,0
1.29877685198719,0.09551705432449815,-0.1417446013974104,1,0,0
1.02541634898803,0.08663733643953216,0.957501029124994,1,1,1
1.0135096360006386,0.3621827545231393,0.2891315633067158,1,1,0
1.505478807154329,0.0692515940386065,1.8524451763380743,0,0,1
0.22100384163275905,0.3830805940969874,-1.5661361347118783,1,1,0
0.8819529712949639,0.4445423585663862,-0.15358022199614096,1,0,0
-0.11026675659345603,-0.133742772469226,1.2831852029259037,0,0,1
0.5241663524884421,0.42658527746020697,-1.3183658648414758,1,0,0
0.06985694563231543,0.6120845396889398,0.682865191814837,0,1,0
0.2969959649927182,0.2504007522403857,-1.1506816705317824,1,1,0
0.7951570254369136,0.31981683705896446,1.1172793283882831,1,1,1
-0.6182206832334725,0.40740106487383176,-1.4997186159466152,0,1,0
2.2923872756854604,0.14490353696419556,0.7153753387280641,1,0,1
-0.806017381499702,0.23645604470757395,-1.5533531530929336,0,0,0
-1.0141886127877322,-0.06283990592462185,-0.2798646950354944,1,1,1
1.3581108735000678,0.22772700570609022,0.8966279832600439,1,0,1
0.9916626939629358,0.2996223991289083,1.5914944772295145,0,0,1
0.8241198170521551,0.3032326045852939,1.7529222498624095,1,1,1
0.82834550926428,0.4130849447195161,-1.015838629587321,1,1,0
0.1877532271530854,0.04503956437289419,-1.15034663059462,1,1,0
-0.6972543714858315,0.09347864866530071,-2.063192816089511,1,1,0
0.27580455819372635,0.579101469198271,-1.461714050551245,1,0,0
-0.4771617115121117,0.16993432524725802,0.4368609251126827,1,1,0
1.1751197334177512,0.2400067574624656,1.2819602502952594,1,1,1
0.05294261849786136,0.1865979916549558,-0.7586164045912945,1,1,0
-0.6254971967925116,0.03566383473899554,-0.6239794363706885,0,1,0
-0.12138584165299343,0.5247058421783612,0.5604700686285387,1,0,1
0.6129314542756243,0.09445971761587886,2.327405555164951,0,0,1
-0.3637245528039747,-0.02545710474138599,-0.032327817442834694,0,0,0
-0.6222203955664314,0.10985194453944969,-3.3730722624124168,1,0,0
0.4436872114919123,-0.20034120034510672,0.9770832655858435,0,0,1
0.4449665711087228,0.06974250700336365,1.2375785337344891,0,0,1
-0.30694317537112975,0.006374280429534668,-0.060540534579290206,0,0,1
-0.27103830561832276,0.3234857261854649,0.029700427018642395,0,0,1
0.4320499373576363,0.06531715208802552,0.6544663051590212,0,0,1
-1.2480843414973242,0.37756078711576974,-2.8865064267915344,1,0,0
-1.2074637743765553,0.4796967986138643,-2.644531348361772,1,1,0
-0.518444221252436,0.35623506725751986,-1.2864810804178766,0,0,0
-0.013447151711847238,0.15692234222798468,0.8336210625785105,0,0,1
0.5109075655980047,0.2282228993411186,-0.6255793183599825,1,1,0
1.675356216949552,-0.10499698802881191,2.1107190116625807,1,1,1
1.0576596232020194,0.17324412549575208,1.0130444791089614,1,1,1
0.0400614700365729,0.02791230638663339,1.5831753591707591,0,0,1
0.1809837920973112,0.3388652762298598,-0.3532057519636381,1,1,1
-0.8025293646378089,0.7145504778488949,-3.4774055154387398,1,1,0
0.18148686400761008,0.2999643271947619,0.3902585844309604,0,1,0
-0.08865863892013831,-0.1982280297909333,2.335781678313187,0,0,1
0.5227185603380895,0.12775396141712542,1.003974503186761,1,0,1
-0.6272309435523229,0.22449818507489094,-1.6664669001123449,1,1,0
0.7193465142411724,0.21747148505205274,-0.7389940954347833,1,1,0
1.7327389130025777,0.05383737487824938,0.5311238633653655,1,1,0
0.09123985154314242,0.24905834852738706,1.7367460588325323,0,0,1
0.6017117220989414,-0.04850016738387747,0.28211334370503977,1,1,0
0.8901439917111125,0.011018255462986598,0.12306064106379244,1,1,0
-0.20122047188583625,0.3291595283207423,-0.8003584084735251,0,0,0
0.4240924818104168,-0.003132646175965176,0.06916188967002457,1,1,1
0.21259240078179487,0.30764232109845147,1.328284270953287,0,1,1
0.2976760985488317,-0.07389275493121161,-0.6431191454186582,1,1,0
-0.5730097838554664,0.5529651767583472,-0.10921682127115906,0,0,0
0.22451017425894274,0.045146015519189064,0.2609468315572685,0,1,0
0.6979982912454498,0.15526668563931117,1.6178516156535545,0,0,1
1.6511436077950417,0.2661226522180812,2.696076577644275,1,0,1
1.159270826085207,0.08693000949978114,1.006439364090088,0,1,1
2.3531824575115565,0.2286811922142609,1.48264693306127,1,1,1
-0.5673475628880496,0.31507134490402516,-0.8855338575997765,1,1,0
1.0723206367206781,0.39212264650069706,0.3213461959425028,1,0,0
0.38334200573835175,0.3582994871945915,-1.8135779326466395,1,1,0
2.3898029332176725,0.1656379072394652,3.4714099435457273,0,0,1
-0.6082982853551515,0.17067364519127956,-0.5406265427062374,1,1,1
-0.639721842180776,0.6698217116050065,-2.676599239260762,1,1,0
-0.39939264544402214,0.38997781364985845,-2.9729456402078305,1,0,0
-1.923895724309807,0.015635268735957275,-4.080994761039515,1,1,0
-0.32575502168076104,0.21999763275311038,0.1693042313204638,0,0,1
-0.559132661553698,0.1329713722443615,-1.3083568849475298,1,1,0
0.35039378647620767,0.17293315321537805,-0.3816526747780757,1,1,1
0.5417559757771595,-0.04589903154161759,1.0399932868965318,0,1,1
2.0761708392158864,0.11761535312280938,1.1878441048205863,1,0,1
1.1504238381860503,0.5623111546387827,0.7946702539266628,1,0,1
-0.3769036556624031,0.31581526017510064,-0.6860905899645884,0,0,0
-0.6984146713483579,-0.29823228163029203,-0.2951775930803495,0,1,0
0.6919191715065057,0.4433446984995894,-1.5707057292350588,1,1,0
-1.1202332070206422,0.41792590458183226,-2.413037509172003,1,1,0
2.031458765854354,0.12814293913871672,2.251448140061581,0,0,1
1.379440120721287,0.343452708756643,0.0786405015258067,1,0,0
-0.2691756521047048,0.028120157836559856,0.9237432479190727,0,0,1
-1.5131345290908775,0.10594885674672853,0.8362518483661889,0,1,1
1.5538723741654128,0.49970927213397076,1.3552774566026349,0,0,1
0.08546015474738212,0.14565399202605833,1.3658304418013199,0,1,1
1.4378163119734617,-0.17394633239099822,2.2582867844195813,0,0,1
-1.3944276587943671,0.18733935544373265,-2.051522013208344,1,0,0
-0.39937502295377286,0.18428232141712864,-0.41728110583495104,1,0,0
0.20524369971818318,0.43967371387469195,1.582497076419238,0,1,1
0.24698059376474207,0.202867284435152,-0.5852854064483961,1,0,0
-0.25006547147924363,0.11568353771194145,-1.4263431760061112,1,0,0
0.8228499323474987,0.4090112290462412,-0.9662452046672582,1,1,0
-0.8676204293825944,0.22415804650022206,-1.312209035378195,1,1,1
0.057620514978706516,0.04999546368685659,-1.0216072743238256,1,1,0
0.3202956317118989,0.43099951210832355,1.3588861790262934,0,0,1
0.7144388340587491,0.23873235290335987,0.525126191179458,1,0,1
0.9116148780888897,0.20058519333588756,1.511360429370261,0,0,1
-0.9246420918378693,0.2355816782823309,-1.460657622829044,0,0,0
-1.3341141707356223,-0.014133674283319408,-2.321112807421531,0,0,0
1.477676821898509,0.09446924476433255,-0.11174174839468454,1,1,1
